2024-04-05 00:21:07,685 INFO    StreamThr :17468 [internal.py:wandb_internal():86] W&B internal server running at pid: 17468, started at: 2024-04-05 00:21:07.685518
    retry_timedelta_triggered = check_retry_fn(e)
                                ^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\util.py", line 907, in no_retry_auth
    raise CommError(
wandb.errors.CommError: It appears that you do not have permission to access the requested resource. Please reach out to the project owner to grant you access. If you have the correct permissions, verify that there are no issues with your networking setup.(Error 404: Not Found)
2024-04-05 00:21:45,358 ERROR   Thread-15 (_thread_body):17468 [step_upload.py:_handle_event():200] Failed to upload file: S:\Cryp-Tor\wandb\run-20240405_002107-qdib93hc\files\requirements.txt
Traceback (most recent call last):
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\lib\retry.py", line 131, in __call__
    result = self._call_fn(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\internal\internal_api.py", line 369, in execute
    return self.client.execute(*args, **kwargs)  # type: ignore
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\vendor\gql-0.2.0\wandb_gql\client.py", line 52, in execute
    result = self._get_result(document, *args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\vendor\gql-0.2.0\wandb_gql\client.py", line 60, in _get_result
    return self.transport.execute(document, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\lib\gql_request.py", line 59, in execute
    request.raise_for_status()
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\requests\models.py", line 1021, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://api.wandb.ai/graphql

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\concurrent\futures\thread.py", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\filesync\step_upload.py", line 288, in run_and_notify
    self._do_upload_sync(event)
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\filesync\step_upload.py", line 330, in _do_upload_sync
    job.run()
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\filesync\upload_job.py", line 57, in run
    self.push()
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\filesync\upload_job.py", line 106, in push
    _, upload_headers, result = self._api.upload_urls(project, [self.save_name])
                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\apis\normalize.py", line 73, in wrapper
    raise err
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\apis\normalize.py", line 41, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\internal\internal_api.py", line 2380, in upload_urls
    query_result = self.gql(
                   ^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\internal\internal_api.py", line 341, in gql
    ret = self._retry_gql(
          ^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\sdk\lib\retry.py", line 147, in __call__
    retry_timedelta_triggered = check_retry_fn(e)
                                ^^^^^^^^^^^^^^^^^
  File "C:\Users\Mateo-drr\AppData\Local\miniconda3\Lib\site-packages\wandb\util.py", line 907, in no_retry_auth
    raise CommError(
wandb.errors.CommError: It appears that you do not have permission to access the requested resource. Please reach out to the project owner to grant you access. If you have the correct permissions, verify that there are no issues with your networking setup.(Error 404: Not Found)
2024-04-05 00:21:45,504 INFO    wandb-upload_1:17468 [upload_job.py:push():131] Uploaded file S:\Cryp-Tor\wandb\run-20240405_002107-qdib93hc\files\config.yaml
2024-04-05 00:21:45,707 INFO    Thread-15 (_thread_body):17468 [sender.py:transition_state():617] send defer: 11
2024-04-05 00:21:45,707 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: defer
2024-04-05 00:21:45,707 INFO    HandlerThread:17468 [handler.py:handle_request_defer():172] handle defer: 11
2024-04-05 00:21:45,707 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: defer
2024-04-05 00:21:45,707 INFO    SenderThread:17468 [sender.py:send_request_defer():613] handle sender defer: 11
2024-04-05 00:21:45,707 INFO    SenderThread:17468 [file_pusher.py:join():181] waiting for file pusher
2024-04-05 00:21:45,707 INFO    SenderThread:17468 [sender.py:transition_state():617] send defer: 12
2024-04-05 00:21:45,707 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: defer
2024-04-05 00:21:45,707 INFO    HandlerThread:17468 [handler.py:handle_request_defer():172] handle defer: 12
2024-04-05 00:21:45,708 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: defer
2024-04-05 00:21:45,708 INFO    SenderThread:17468 [sender.py:send_request_defer():613] handle sender defer: 12
2024-04-05 00:21:45,708 INFO    SenderThread:17468 [file_stream.py:finish():595] file stream finish called
2024-04-05 00:21:45,858 INFO    SenderThread:17468 [file_stream.py:finish():599] file stream finish is done
2024-04-05 00:21:45,858 INFO    SenderThread:17468 [sender.py:transition_state():617] send defer: 13
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: defer
2024-04-05 00:21:45,858 INFO    HandlerThread:17468 [handler.py:handle_request_defer():172] handle defer: 13
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: defer
2024-04-05 00:21:45,858 INFO    SenderThread:17468 [sender.py:send_request_defer():613] handle sender defer: 13
2024-04-05 00:21:45,858 INFO    SenderThread:17468 [sender.py:transition_state():617] send defer: 14
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: defer
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send():382] send: final
2024-04-05 00:21:45,858 INFO    HandlerThread:17468 [handler.py:handle_request_defer():172] handle defer: 14
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send():382] send: footer
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: defer
2024-04-05 00:21:45,858 INFO    SenderThread:17468 [sender.py:send_request_defer():613] handle sender defer: 14
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: poll_exit
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: server_info
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: get_summary
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: sampled_history
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: poll_exit
2024-04-05 00:21:45,858 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: server_info
2024-04-05 00:21:45,858 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: job_info
2024-04-05 00:21:46,016 DEBUG   SenderThread:17468 [sender.py:send_request():409] send_request: job_info
2024-04-05 00:21:46,016 INFO    MainThread:17468 [wandb_run.py:_footer_history_summary_info():3837] rendering history
2024-04-05 00:21:46,016 INFO    MainThread:17468 [wandb_run.py:_footer_history_summary_info():3869] rendering summary
2024-04-05 00:21:46,016 INFO    MainThread:17468 [wandb_run.py:_footer_sync_info():3796] logging synced files
2024-04-05 00:21:46,016 DEBUG   HandlerThread:17468 [handler.py:handle_request():146] handle_request: shutdown
2024-04-05 00:21:46,016 INFO    HandlerThread:17468 [handler.py:finish():866] shutting down handler
2024-04-05 00:21:46,879 INFO    WriterThread:17468 [datastore.py:close():294] close: S:\Cryp-Tor\wandb\run-20240405_002107-qdib93hc\run-qdib93hc.wandb
2024-04-05 00:21:47,035 INFO    SenderThread:17468 [sender.py:finish():1548] shutting down sender
2024-04-05 00:21:47,035 INFO    SenderThread:17468 [file_pusher.py:finish():175] shutting down file pusher
2024-04-05 00:21:47,035 INFO    SenderThread:17468 [file_pusher.py:join():181] waiting for file pusher
